TenantId,TimeGenerated,DisplayName,AlertName,AlertSeverity,Description,ProviderName,VendorName,VendorOriginalId,SystemAlertId,ResourceId,SourceComputerId,AlertType,ConfidenceLevel,ConfidenceScore,IsIncident,StartTime,EndTime,ProcessingEndTime,RemediationSteps,ExtendedProperties,Entities,SourceSystem,WorkspaceSubscriptionId,WorkspaceResourceGroup,ExtendedLinks,ProductName,ProductComponentName,AlertLink,Status,CompromisedEntity,Tactics,Techniques,SubTechniques,Type
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:22:22Z,Routine background scan 22,Routine background scan 22,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890022,sa-benign-scan-22,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:22:00Z,2026-05-28T11:22:00Z,2026-05-28T11:22:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-22,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:23:23Z,Routine background scan 23,Routine background scan 23,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890023,sa-benign-scan-23,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:23:00Z,2026-05-28T11:23:00Z,2026-05-28T11:23:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-23,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:24:24Z,Routine background scan 24,Routine background scan 24,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890024,sa-benign-scan-24,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:24:00Z,2026-05-28T11:24:00Z,2026-05-28T11:24:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-24,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:25:25Z,Routine background scan 25,Routine background scan 25,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890025,sa-benign-scan-25,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:25:00Z,2026-05-28T11:25:00Z,2026-05-28T11:25:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-25,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:26:26Z,Routine background scan 26,Routine background scan 26,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890026,sa-benign-scan-26,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:26:00Z,2026-05-28T11:26:00Z,2026-05-28T11:26:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-26,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:27:27Z,Routine background scan 27,Routine background scan 27,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890027,sa-benign-scan-27,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:27:00Z,2026-05-28T11:27:00Z,2026-05-28T11:27:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-27,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:28:28Z,Routine background scan 28,Routine background scan 28,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890028,sa-benign-scan-28,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:28:00Z,2026-05-28T11:28:00Z,2026-05-28T11:28:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-28,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:29:29Z,Routine background scan 29,Routine background scan 29,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890029,sa-benign-scan-29,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:29:00Z,2026-05-28T11:29:00Z,2026-05-28T11:29:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-29,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:30:30Z,Routine background scan 30,Routine background scan 30,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890030,sa-benign-scan-30,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:30:00Z,2026-05-28T11:30:00Z,2026-05-28T11:30:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-30,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:31:31Z,Routine background scan 31,Routine background scan 31,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890031,sa-benign-scan-31,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:31:00Z,2026-05-28T11:31:00Z,2026-05-28T11:31:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-31,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:32:32Z,Routine background scan 32,Routine background scan 32,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890032,sa-benign-scan-32,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:32:00Z,2026-05-28T11:32:00Z,2026-05-28T11:32:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-32,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:33:33Z,Routine background scan 33,Routine background scan 33,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890033,sa-benign-scan-33,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:33:00Z,2026-05-28T11:33:00Z,2026-05-28T11:33:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-33,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:34:34Z,Routine background scan 34,Routine background scan 34,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890034,sa-benign-scan-34,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:34:00Z,2026-05-28T11:34:00Z,2026-05-28T11:34:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-34,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:35:35Z,Routine background scan 35,Routine background scan 35,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890035,sa-benign-scan-35,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:35:00Z,2026-05-28T11:35:00Z,2026-05-28T11:35:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-35,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:36:36Z,Routine background scan 36,Routine background scan 36,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890036,sa-benign-scan-36,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:36:00Z,2026-05-28T11:36:00Z,2026-05-28T11:36:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-36,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:37:37Z,Routine background scan 37,Routine background scan 37,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890037,sa-benign-scan-37,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:37:00Z,2026-05-28T11:37:00Z,2026-05-28T11:37:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-37,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:38:38Z,Routine background scan 38,Routine background scan 38,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890038,sa-benign-scan-38,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:38:00Z,2026-05-28T11:38:00Z,2026-05-28T11:38:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-38,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:39:39Z,Routine background scan 39,Routine background scan 39,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890039,sa-benign-scan-39,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:39:00Z,2026-05-28T11:39:00Z,2026-05-28T11:39:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-39,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:40:40Z,Routine background scan 40,Routine background scan 40,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890040,sa-benign-scan-40,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:40:00Z,2026-05-28T11:40:00Z,2026-05-28T11:40:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-40,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:41:41Z,Routine background scan 41,Routine background scan 41,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890041,sa-benign-scan-41,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:41:00Z,2026-05-28T11:41:00Z,2026-05-28T11:41:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-41,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:42:42Z,Routine background scan 42,Routine background scan 42,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890042,sa-benign-scan-42,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:42:00Z,2026-05-28T11:42:00Z,2026-05-28T11:42:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-42,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:43:43Z,Routine background scan 43,Routine background scan 43,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890043,sa-benign-scan-43,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:43:00Z,2026-05-28T11:43:00Z,2026-05-28T11:43:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-43,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:44:44Z,Routine background scan 44,Routine background scan 44,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890044,sa-benign-scan-44,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:44:00Z,2026-05-28T11:44:00Z,2026-05-28T11:44:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-44,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:45:45Z,Routine background scan 45,Routine background scan 45,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890045,sa-benign-scan-45,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:45:00Z,2026-05-28T11:45:00Z,2026-05-28T11:45:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-45,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:46:46Z,Routine background scan 46,Routine background scan 46,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890046,sa-benign-scan-46,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:46:00Z,2026-05-28T11:46:00Z,2026-05-28T11:46:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-46,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:47:47Z,Routine background scan 47,Routine background scan 47,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890047,sa-benign-scan-47,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:47:00Z,2026-05-28T11:47:00Z,2026-05-28T11:47:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-47,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:48:48Z,Routine background scan 48,Routine background scan 48,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890048,sa-benign-scan-48,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:48:00Z,2026-05-28T11:48:00Z,2026-05-28T11:48:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-48,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:49:49Z,Routine background scan 49,Routine background scan 49,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890049,sa-benign-scan-49,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:49:00Z,2026-05-28T11:49:00Z,2026-05-28T11:49:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-49,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:50:50Z,Routine background scan 50,Routine background scan 50,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890050,sa-benign-scan-50,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:50:00Z,2026-05-28T11:50:00Z,2026-05-28T11:50:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-50,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:51:51Z,Routine background scan 51,Routine background scan 51,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890051,sa-benign-scan-51,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:51:00Z,2026-05-28T11:51:00Z,2026-05-28T11:51:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-51,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:52:52Z,Routine background scan 52,Routine background scan 52,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890052,sa-benign-scan-52,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:52:00Z,2026-05-28T11:52:00Z,2026-05-28T11:52:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-52,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:53:53Z,Routine background scan 53,Routine background scan 53,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890053,sa-benign-scan-53,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:53:00Z,2026-05-28T11:53:00Z,2026-05-28T11:53:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-53,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:54:54Z,Routine background scan 54,Routine background scan 54,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890054,sa-benign-scan-54,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:54:00Z,2026-05-28T11:54:00Z,2026-05-28T11:54:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-54,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:55:55Z,Routine background scan 55,Routine background scan 55,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890055,sa-benign-scan-55,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:55:00Z,2026-05-28T11:55:00Z,2026-05-28T11:55:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-55,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:56:56Z,Routine background scan 56,Routine background scan 56,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890056,sa-benign-scan-56,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:56:00Z,2026-05-28T11:56:00Z,2026-05-28T11:56:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-56,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:57:57Z,Routine background scan 57,Routine background scan 57,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890057,sa-benign-scan-57,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:57:00Z,2026-05-28T11:57:00Z,2026-05-28T11:57:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-57,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:58:58Z,Routine background scan 58,Routine background scan 58,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890058,sa-benign-scan-58,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:58:00Z,2026-05-28T11:58:00Z,2026-05-28T11:58:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-58,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:59:59Z,Routine background scan 59,Routine background scan 59,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890059,sa-benign-scan-59,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:59:00Z,2026-05-28T11:59:00Z,2026-05-28T11:59:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-59,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:00:00Z,Routine background scan 60,Routine background scan 60,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890060,sa-benign-scan-60,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:00:00Z,2026-05-28T11:00:00Z,2026-05-28T11:00:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-60,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:01:01Z,Routine background scan 61,Routine background scan 61,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890061,sa-benign-scan-61,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:01:00Z,2026-05-28T11:01:00Z,2026-05-28T11:01:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-61,Resolved,CS-DEV-01982,,,,SecurityAlert
tenant-lab-001-a000-0000-0000-000000000001,2026-05-28T11:02:02Z,Routine background scan 62,Routine background scan 62,Informational,Scheduled Windows Defender background scan completed.,MDATP,Microsoft,defender-890062,sa-benign-scan-62,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,WindowsDefenderAv,Informational,5,0,2026-05-28T11:02:00Z,2026-05-28T11:02:00Z,2026-05-28T11:02:00Z,No action required.,"{""ScanType"":""Quick""}","[{""Type"":""host"",""Name"":""CS-DEV-01982""}]",Detection,,,,Microsoft Defender XDR,Endpoint,https://security.microsoft.com/alerts/sa-benign-scan-62,Resolved,CS-DEV-01982,,,,SecurityAlert
